numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,Column1
89642,2.02E+13,100470,-20,8,160,5.7,263.45,254.75,45,30000,2,1,1,0,mq,mq,mq,mq,mq,99910,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7005,2.02E+13,101600,100,2,250,3.8,280.95,278.55,85,18330,0,mq,mq,mq,mq,mq,mq,mq,mq,100720,mq,mq,-40,280.65,mq,284.55,mq,279.15,mq,mq,6.4,10.8,-10,0,0,mq,mq,0,0,0,0,3.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7015,2.02E+13,101500,160,3,230,2.7,280.35,278.35,87,18090,0,mq,mq,mq,0,mq,mq,mq,mq,100920,mq,mq,-230,279.65,mq,284.55,mq,279.35,mq,mq,4.8,5.9,-10,0,0,mq,mq,0,0,0,0,1.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7020,2.02E+13,101620,-10,5,250,6.4,283.15,280.35,83,16000,3,2,mq,75,0,6000,30,20,14,101510,mq,mq,290,282.15,mq,284.35,mq,mq,mq,mq,8.3,9.8,-10,mq,mq,mq,mq,0,0.4,0.4,0.4,3,mq,mq,mq,mq,6,0,6000,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7027,2.02E+13,101790,30,3,220,4,280.95,279.75,92,16510,0,mq,mq,75,6,800,mq,mq,mq,100970,mq,mq,190,280.35,mq,284.65,mq,282.35,mq,mq,6.3,6.3,-10,1,0,mq,mq,0,0,0,-0.1,3,mq,mq,mq,mq,5,mq,870,6,mq,1020,mq,mq,mq,mq,mq,mq,
7037,2.02E+13,101780,60,3,250,3.1,280.35,278.85,90,16380,0,mq,mq,90,7,450,mq,mq,mq,99860,mq,mq,70,280.25,mq,284.85,mq,281.75,mq,mq,5,5.6,-10,mq,0,mq,mq,0,0,0,0.4,5.6,mq,mq,mq,mq,7,mq,450,7,mq,600,mq,mq,mq,mq,mq,mq,
7072,2.02E+13,101760,120,2,250,4.5,281.15,278.95,86,18040,0,mq,mq,mq,2,800,mq,mq,mq,100600,mq,mq,-170,280.75,mq,285.85,mq,279.55,mq,mq,7,8.6,-10,1,0,mq,mq,0,0,-0.1,8.3,8.5,mq,mq,mq,mq,2,mq,810,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7110,2.02E+13,101800,-100,6,230,4.9,282.85,281.15,89,14500,0,mq,mq,100,1,450,mq,mq,mq,100610,mq,mq,290,279.95,mq,284.25,mq,276.55,mq,mq,6.5,7.3,-10,0,0,mq,mq,0,0,0,0.2,1.6,mq,mq,mq,mq,1,mq,540,8,mq,3240,mq,mq,mq,mq,mq,mq,
7117,2.02E+13,101770,-60,5,210,4.5,282.05,280.05,87,20000,2,2,mq,100,8,800,35,mq,mq,101060,mq,mq,370,281.85,mq,284.05,mq,mq,mq,mq,6.8,10.9,-10,1,mq,mq,mq,0,0.2,0.2,0.2,3.2,mq,mq,mq,mq,8,6,800,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7130,2.02E+13,101990,-30,5,210,2.9,280.45,279.35,93,17310,0,mq,mq,75,6,5820,mq,mq,mq,101530,mq,mq,230,280.05,mq,287.45,mq,282.15,mq,mq,4,4.7,-10,0,0,mq,mq,0,0,0,mq,mq,mq,mq,mq,mq,2,mq,5820,6,mq,6960,mq,mq,mq,mq,mq,mq,
7139,2.02E+13,101930,40,1,200,2,280.15,278.75,91,18020,0,mq,mq,100,8,5700,mq,mq,mq,100150,mq,mq,150,280.15,mq,285.75,mq,282.35,mq,mq,3.9,4.6,-10,1,0,mq,mq,0,0,0,1,2.4,mq,mq,mq,mq,8,mq,5700,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7149,2.02E+13,101880,80,1,240,3.1,281.05,279.15,88,20000,2,2,2,90,1,450,31,23,12,100780,mq,mq,10,280.85,mq,287.15,mq,mq,mq,mq,5.3,6.5,-10,1,0,0,-60,0,0,0,12.7,13.1,mq,mq,mq,mq,1,8,540,2,3,4300,7,0,6200,mq,mq,mq,
7168,2.02E+13,101940,120,3,250,4.3,281.55,279.65,88,20000,0,mq,mq,mq,1,450,mq,mq,mq,100500,mq,mq,-40,281.05,mq,288.15,mq,281.25,mq,mq,7,8.6,-10,1,0,mq,mq,0,0,0.6,2,2,mq,mq,mq,mq,1,mq,570,3,mq,5700,mq,mq,mq,mq,mq,mq,
7181,2.02E+13,101820,130,3,270,4.5,280.55,278.35,86,46750,0,mq,mq,100,5,450,mq,mq,mq,97610,mq,mq,-280,280.45,mq,287.05,mq,279.35,mq,mq,7.7,7.7,-10,mq,mq,mq,mq,0,0,1.6,3.2,3.2,mq,mq,mq,mq,1,mq,570,3,mq,990,5,mq,1230,mq,mq,mq,
7190,2.02E+13,101720,230,1,270,5.2,282.55,278.35,75,57770,0,mq,mq,90,7,1750,mq,mq,mq,99890,mq,mq,-520,281.95,mq,288.75,mq,280.55,mq,mq,7.4,10.6,-10,1,0,mq,mq,0,0.4,2.2,3.8,3.8,mq,mq,mq,mq,2,mq,1560,4,mq,3480,7,mq,5160,mq,mq,mq,
7207,2.02E+13,102030,-110,6,250,5.7,284.75,281.75,82,8000,3,2,mq,75,6,2250,30,27,10,101510,mq,mq,190,284.45,mq,285.75,mq,mq,mq,mq,8.2,9.6,-10,0,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,6,3,2200,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7222,2.02E+13,102080,-50,8,190,2.8,281.65,280.55,93,14190,0,mq,mq,75,1,800,mq,mq,mq,101760,mq,mq,210,280.15,mq,286.35,mq,281.05,mq,mq,3.1,4.1,-10,1,0,mq,mq,0,0,0,0.4,1.6,mq,mq,mq,mq,1,mq,840,4,mq,3840,5,mq,5880,mq,mq,mq,
7240,2.02E+13,102080,30,0,240,3.4,281.55,280.65,94,16660,0,mq,mq,mq,1,5820,mq,mq,mq,100710,mq,mq,180,281.35,mq,286.75,mq,282.75,mq,mq,5.8,5.8,-10,0,0,mq,mq,0,0,0,-0.1,1.4,mq,mq,mq,mq,1,mq,5820,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7255,2.02E+13,102120,130,3,280,2.5,282.75,281.55,92,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,100110,mq,mq,130,282.65,mq,288.15,mq,281.95,mq,mq,5.1,5.3,-10,mq,0,mq,mq,0,-0.1,-0.1,1.4,1.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7280,2.02E+13,102010,160,1,280,2.9,282.05,279.35,83,39730,0,mq,mq,100,8,1750,mq,mq,mq,99350,mq,mq,-120,281.85,mq,287.55,mq,283.05,mq,mq,4.1,5.6,-10,2,0,mq,mq,-0.1,0.6,0.6,0.6,0.6,mq,mq,mq,mq,8,mq,1560,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7299,2.02E+13,101760,100,3,260,6.4,283.65,281.25,85,56250,0,mq,mq,100,7,800,mq,mq,mq,98490,mq,mq,-440,283.65,mq,288.35,mq,283.35,mq,mq,10.2,10.2,-10,1,0,mq,mq,0.2,0.4,2,2,2,mq,mq,mq,mq,1,mq,810,7,mq,1260,7,mq,1800,mq,mq,mq,
7314,2.02E+13,102250,-20,6,260,3.6,285.05,282.45,84,10000,1,2,mq,90,7,1250,35,mq,mq,101970,mq,mq,170,284.85,mq,286.35,mq,mq,mq,mq,4.8,6.3,-10,1,mq,mq,mq,0,0,0,0,0.2,mq,mq,mq,mq,7,6,1000,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7335,2.02E+13,102220,80,0,210,1.9,280.75,280.15,96,14010,0,mq,mq,100,8,4260,mq,mq,mq,100750,mq,mq,220,280.65,mq,286.35,mq,283.55,mq,mq,2.3,3.2,-10,1,0,mq,mq,0,0,0.4,0.6,1,mq,mq,mq,mq,5,mq,4260,6,mq,4860,8,mq,6360,mq,mq,mq,
7434,2.02E+13,102290,60,3,270,4.2,281.45,280.85,96,14920,0,mq,mq,100,7,150,mq,mq,mq,97450,mq,mq,200,281.45,mq,286.25,mq,283.55,mq,mq,7.1,9.5,-10,0,0,mq,mq,0,0,0,2.8,2.8,mq,mq,mq,mq,7,mq,180,8,mq,4680,mq,mq,mq,mq,mq,mq,
7460,2.02E+13,102130,110,3,290,3.4,284.55,280.85,78,60000,0,mq,mq,100,5,1250,mq,mq,mq,98180,mq,mq,80,283.55,mq,290.75,mq,283.15,mq,mq,6.2,6.2,-10,1,0,mq,mq,0,1,1.6,1.6,1.6,mq,mq,mq,mq,5,mq,1020,7,mq,1560,8,mq,4740,mq,mq,mq,
7471,2.02E+13,mq,0,5,280,2.2,283.05,279.75,80,14760,0,mq,mq,100,8,800,mq,mq,mq,92390,92500,823,-40,283.05,mq,286.75,mq,280.15,mq,mq,4.6,4.8,-10,1,0,mq,mq,0,-0.1,-0.1,-0.1,-0.1,mq,mq,mq,mq,8,mq,630,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7481,2.02E+13,102190,200,3,50,1.6,282.85,280.75,87,10000,61,6,6,100,8,450,38,mq,mq,99290,mq,mq,40,282.85,mq,290.95,mq,mq,mq,mq,2.4,6.9,-10,2,0,0,-60,0.6,0.6,0.8,0.8,0.8,mq,mq,mq,mq,1,8,500,7,6,1400,mq,mq,mq,mq,mq,mq,
7510,2.02E+13,102390,10,0,200,1.6,282.35,281.85,97,220,44,mq,mq,mq,3,80,mq,mq,mq,101800,mq,mq,270,282.35,mq,286.95,mq,279.25,mq,mq,2.2,2.4,-10,1,0,mq,mq,0,0,0,1.4,1.8,mq,mq,mq,mq,1,mq,90,3,mq,270,5,mq,6780,mq,mq,mq,
7535,2.02E+13,102400,90,1,280,1.7,284.05,282.15,88,20000,0,mq,mq,100,8,450,mq,mq,mq,99260,mq,mq,280,283.95,mq,289.15,mq,285.15,mq,mq,4.3,4.3,-10,0,0,mq,mq,0,0,-0.1,-0.1,-0.1,mq,mq,mq,mq,7,mq,390,7,mq,1020,8,mq,1200,mq,mq,mq,
7558,2.02E+13,102190,-20,5,300,9.1,282.55,280.15,85,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,93850,mq,mq,80,281.85,mq,287.15,mq,281.55,mq,mq,14.1,14.1,-10,mq,0,mq,mq,0,-0.1,-0.1,-0.1,-0.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7577,2.02E+13,102110,-20,5,180,0.6,284.25,281.95,86,19850,0,mq,mq,mq,mq,mq,mq,mq,mq,101210,mq,mq,-30,283.75,mq,290.55,mq,284.45,mq,mq,1.2,1.5,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7591,2.02E+13,mq,40,6,20,0.8,277.95,275.65,85,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,91890,mq,mq,-130,mq,277.55,mq,290.75,mq,mq,mq,mq,mq,mq,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7607,2.02E+13,102440,-10,5,290,1.7,285.65,284.75,94,37280,0,mq,mq,100,6,450,mq,mq,mq,101720,mq,mq,230,285.65,mq,289.35,mq,288.45,mq,mq,2.5,4.4,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,6,mq,360,7,mq,1680,8,mq,1980,mq,mq,mq,
7621,2.02E+13,102440,-20,5,240,1.6,285.45,282.65,83,56270,0,mq,mq,100,8,1750,mq,mq,mq,98110,mq,mq,220,284.25,mq,289.05,mq,285.05,mq,mq,2.7,4.6,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,8,mq,1560,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7627,2.02E+13,102460,-60,5,290,2.2,283.65,281.75,88,20000,0,mq,mq,100,8,1750,mq,mq,mq,97510,mq,mq,230,281.25,mq,289.25,mq,284.05,mq,mq,2.9,4.7,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,8,mq,1740,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7630,2.02E+13,102370,-10,5,250,3.4,286.25,283.45,83,46660,0,mq,mq,100,8,1750,mq,mq,mq,100570,mq,mq,200,285.95,mq,291.45,mq,285.35,mq,mq,5.5,6.7,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,8,mq,1740,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7643,2.02E+13,102120,-20,6,270,7.3,288.35,282.25,67,60000,0,mq,mq,100,8,5220,mq,mq,mq,102020,mq,mq,-20,283.55,mq,288.45,mq,281.55,mq,mq,9.4,9.4,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,7,mq,5220,8,mq,5820,mq,mq,mq,mq,mq,mq,
7650,2.02E+13,102090,-60,6,280,0.7,285.35,283.95,91,4820,10,mq,mq,100,8,250,mq,mq,mq,101700,mq,mq,-40,282.85,mq,287.75,mq,282.95,mq,mq,1.7,2.3,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,8,mq,270,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7661,2.02E+13,mq,mq,mq,310,9.7,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,12.9,14.6,-10,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7690,2.02E+13,101820,-160,6,330,3.3,284.85,279.15,68,40000,2,2,2,90,1,450,35,20,12,101500,mq,mq,-420,284.35,mq,288.15,mq,283.75,mq,mq,4.4,4.4,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,6,400,7,0,6000,mq,mq,mq,mq,mq,mq,
7747,2.02E+13,102220,-50,7,170,2.7,288.15,280.65,61,53440,0,mq,mq,90,7,6060,mq,mq,mq,101690,mq,mq,130,288.15,mq,292.35,mq,285.15,mq,mq,3.8,7.1,-10,0,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,7,mq,6060,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7761,2.02E+13,102150,-40,8,50,3.9,282.55,280.15,85,35320,0,mq,mq,mq,0,mq,mq,mq,mq,102040,mq,mq,-10,280.65,mq,287.55,mq,282.25,mq,mq,5.6,5.8,-10,mq,0,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7790,2.02E+13,101980,-90,7,210,3.3,283.15,274.55,55,60000,0,mq,mq,mq,1,6960,mq,mq,mq,101830,mq,mq,-240,280.95,mq,286.65,mq,mq,mq,mq,4.4,8.4,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,mq,6960,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61968,2.02E+13,101190,130,2,120,3.1,302.95,296.65,69,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101140,mq,mq,-90,mq,297.85,mq,305.25,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0.2,0.2,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61972,2.02E+13,101230,140,3,mq,mq,300.25,296.25,79,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101160,mq,mq,-130,mq,295.65,mq,303.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61976,2.02E+13,101250,140,1,150,1.5,302.65,297.05,72,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101160,mq,mq,-90,mq,298.15,mq,303.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,2.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61980,2.02E+13,101310,90,1,90,3.4,302.45,295.65,67,19920,0,mq,mq,100,3,1250,mq,mq,mq,101160,mq,mq,-160,mq,mq,mq,mq,mq,mq,mq,4.9,6.4,-10,mq,mq,mq,mq,0,0,-0.1,-0.1,0.2,mq,mq,mq,mq,3,mq,1350,8,mq,1740,mq,mq,mq,mq,mq,mq,
61996,2.02E+13,102570,20,8,280,7.2,293.05,288.45,75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,102230,mq,mq,-570,mq,287.15,mq,293.25,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0.4,1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61997,2.02E+13,100880,540,8,20,8.2,279.35,279.25,99,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99110,mq,mq,-1610,mq,277.45,mq,279.45,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,7.8,12.2,19.8,20.8,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
61998,2.02E+13,102520,250,1,230,9.8,278.05,270.95,60,30000,3,mq,mq,60,5,1250,35,20,11,102140,mq,mq,mq,277.05,mq,mq,mq,277.15,mq,mq,mq,15.9,-10,mq,mq,mq,mq,0,mq,mq,mq,0,mq,mq,mq,mq,5,6,1200,4,0,6900,mq,mq,mq,mq,mq,mq,
67005,2.02E+13,101180,90,1,160,2.3,304.25,298.85,73,11410,0,mq,mq,mq,1,450,mq,mq,mq,101100,mq,mq,-110,mq,mq,mq,mq,mq,mq,mq,4,4,-10,mq,mq,mq,mq,0,0,0,0,0.2,mq,mq,mq,mq,1,mq,450,mq,mq,mq,mq,mq,mq,mq,mq,mq,
71805,2.02E+13,101970,-140,8,230,3,272.35,272.35,100,8390,0,mq,mq,mq,0,mq,mq,mq,mq,101880,mq,mq,-30,271.95,mq,278.75,mq,273.65,mq,mq,3.9,6.2,-10,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78890,2.02E+13,101410,220,8,100,6,298.35,294.05,77,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101090,mq,mq,-80,mq,298.15,mq,301.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78894,2.02E+13,101500,170,8,140,2.8,297.85,293.75,78,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,100980,mq,mq,-70,mq,297.35,mq,303.75,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78897,2.02E+13,101440,-220,8,110,0.9,296.05,294.35,90,16340,mq,mq,mq,mq,mq,mq,mq,mq,mq,101350,mq,mq,-90,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,-0.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78922,2.02E+13,101440,210,8,120,5.5,298.55,295.25,82,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,100990,mq,mq,-60,mq,298.55,mq,302.25,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
78925,2.02E+13,101420,-200,8,100,2.2,297.05,293.95,83,46580,0,mq,mq,mq,1,1250,mq,mq,mq,101330,mq,mq,-50,mq,303.45,mq,303.45,mq,mq,mq,3.1,4.5,-10,mq,mq,mq,mq,0,0,0,0,-0.1,mq,mq,mq,mq,1,mq,1320,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81401,2.02E+13,101120,210,6,50,0.5,297.95,296.95,94,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101060,mq,mq,-100,mq,297.25,mq,305.15,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0,0,5.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81405,2.02E+13,101150,-200,6,50,2.5,296.65,295.25,92,3750,61,mq,mq,100,8,450,mq,mq,mq,101060,mq,mq,-110,mq,mq,mq,mq,297.85,mq,mq,4.1,4.9,-10,mq,mq,mq,mq,5.1,7.1,7.7,8.1,47.7,mq,mq,mq,mq,1,mq,540,7,mq,1200,8,mq,1410,mq,mq,mq,
81408,2.02E+13,101110,220,6,320,0.7,296.45,296.15,98,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101030,mq,mq,-100,mq,296.35,mq,303.35,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,0.4,10,24.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
81415,2.02E+13,mq,mq,mq,340,0.6,296.95,296.25,96,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,296.85,mq,305.05,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,0,0,2.8,27.5,28.1,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
89642,2.02E+13,100680,210,1,200,2.6,263.65,255.65,48,30000,2,1,1,10,0,8000,30,20,11,100120,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,1,0,6300,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7005,2.02E+13,101680,90,1,250,4.6,283.35,279.45,77,20000,0,mq,mq,mq,mq,mq,mq,mq,mq,100810,mq,mq,180,mq,mq,mq,mq,279.15,mq,mq,9.6,10.3,-10,0,0,mq,mq,0,0,0,0,3.6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7015,2.02E+13,101590,100,1,250,7.4,284.75,277.95,63,19510,0,mq,mq,mq,5,800,mq,mq,mq,101020,mq,mq,60,mq,mq,mq,mq,279.35,mq,mq,10.1,12.2,-10,0,0,mq,mq,0,0,0,0,1.8,mq,mq,mq,mq,5,mq,840,5,mq,990,5,mq,1170,mq,mq,mq,
7020,2.02E+13,101570,-50,8,220,8.2,284.35,282.05,86,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,101460,mq,mq,260,mq,mq,mq,mq,mq,mq,mq,11.6,12,-10,mq,mq,mq,mq,0,0,0.4,0.4,0.4,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7027,2.02E+13,101750,-30,7,230,7,283.75,280.25,79,18950,0,mq,mq,mq,1,450,mq,mq,mq,100940,mq,mq,230,mq,mq,mq,mq,282.35,mq,mq,9.7,9.8,-10,0,0,mq,mq,0,0,0,0,3,mq,mq,mq,mq,1,mq,570,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7037,2.02E+13,101800,30,1,240,6.7,281.95,280.05,88,10500,61,mq,mq,90,7,450,mq,mq,mq,99890,mq,mq,170,mq,mq,mq,mq,281.75,mq,mq,9.6,11.8,-10,mq,0,mq,mq,-0.1,-0.1,-0.1,-0.1,5.4,mq,mq,mq,mq,3,mq,480,3,mq,900,7,mq,1200,mq,mq,mq,
7072,2.02E+13,101850,100,1,270,5.1,283.75,278.95,72,18780,0,mq,mq,75,6,800,mq,mq,mq,100700,mq,mq,-30,mq,mq,mq,mq,279.55,mq,mq,8.8,mq,-10,0,0,mq,mq,0,0,0,4.3,8.5,mq,mq,mq,mq,5,mq,780,6,mq,990,mq,mq,mq,mq,mq,mq,
7110,2.02E+13,101690,-110,8,220,6.2,282.95,278.15,72,13890,61,mq,mq,100,8,450,mq,mq,mq,100500,mq,mq,110,mq,mq,mq,mq,276.55,mq,mq,10.1,13.3,-10,2,0,mq,mq,0.2,0.2,0.2,0.2,1.2,mq,mq,mq,mq,1,mq,510,6,mq,1080,8,mq,1320,mq,mq,mq,
7117,2.02E+13,101640,-120,8,200,4.3,284.05,281.05,82,20000,2,2,mq,100,8,800,35,mq,mq,100940,mq,mq,180,mq,mq,mq,mq,mq,mq,mq,7.4,9.9,-10,1,mq,mq,mq,0,0,0.2,0.2,0.8,mq,mq,mq,mq,8,6,800,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7130,2.02E+13,101950,-30,7,210,4.3,284.65,281.65,82,18460,0,mq,mq,100,7,450,mq,mq,mq,101500,mq,mq,220,mq,mq,mq,mq,282.15,mq,mq,8.1,8.1,-10,0,0,mq,mq,0,0,0,0,mq,mq,mq,mq,mq,1,mq,510,5,mq,840,7,mq,1110,mq,mq,mq,
7139,2.02E+13,101950,40,1,220,4.5,283.15,280.05,81,18810,0,mq,mq,mq,1,4080,mq,mq,mq,100190,mq,mq,200,mq,mq,mq,mq,282.35,mq,mq,6.4,7.3,-10,mq,0,mq,mq,0,0,0,-0.1,2.4,mq,mq,mq,mq,1,mq,4080,mq,mq,mq,mq,mq,mq,mq,mq,mq,
7149,2.02E+13,101940,70,1,260,5.2,283.95,280.05,77,13010,3,2,2,100,4,450,31,20,12,100850,mq,mq,110,mq,mq,mq,mq,mq,mq,mq,8,8,-10,1,0,0,-30,0,0,0,1.4,13.1,mq,mq,mq,mq,4,8,570,8,0,6000,mq,mq,mq,mq,mq,mq,
7168,2.02E+13,102030,100,1,260,4.9,283.85,279.75,76,20000,0,mq,mq,75,5,800,mq,mq,mq,100600,mq,mq,40,mq,mq,mq,mq,281.25,mq,mq,8,8.9,-10,0,0,mq,mq,0,0,0,0.8,2,mq,mq,mq,mq,5,mq,600,5,mq,960,6,mq,7200,mq,mq,mq,
7181,2.02E+13,101910,110,1,270,5.2,282.55,276.95,68,19920,0,mq,mq,90,7,800,mq,mq,mq,97720,mq,mq,-150,mq,mq,mq,mq,279.35,mq,mq,9.2,9.3,-10,mq,mq,mq,mq,0,0,0,3.2,3.2,mq,mq,mq,mq,5,mq,780,7,mq,990,7,mq,1320,mq,mq,mq,
7190,2.02E+13,101840,130,1,260,7.5,285.15,277.15,58,47540,0,mq,mq,90,6,1250,mq,mq,mq,100020,mq,mq,-340,mq,mq,mq,mq,280.55,mq,mq,10.4,10.5,-10,0,0,mq,mq,0,-0.1,0.4,3,3.8,mq,mq,mq,mq,2,mq,1110,6,mq,1440,7,mq,1680,mq,mq,mq,
7207,2.02E+13,101950,-80,8,230,5.6,285.15,282.55,84,12000,3,2,mq,100,2,800,34,22,10,101430,mq,mq,90,mq,mq,mq,mq,mq,mq,mq,8.1,10,-10,0,mq,mq,mq,0,0,0,0,0,mq,mq,mq,mq,1,8,700,1,6,800,8,4,2100,mq,mq,mq,
