numer_sta;date;pmer;ff;t;u;vv;ww;pres;niv_bar;tn24;tx24;ht_neige;rr24
07027;20230410000000;101810;3.100000;282.750000;80;56840;0;100990;mq;mq;mq;0.000000;0.000000
07037;20230410000000;101920;4.500000;284.050000;69;34850;0;100020;mq;mq;mq;0.000000;0.000000
07072;20230410000000;102150;3.000000;278.650000;86;20000;0;100970;mq;mq;mq;0.000000;0.000000
07110;20230410000000;101720;6.400000;284.650000;98;6150;0;100540;mq;mq;mq;0.000000;1.800000
07117;20230410000000;101680;3.000000;284.550000;96;mq;mq;100980;mq;mq;mq;mq;1.200000
07130;20230410000000;101890;2.200000;284.450000;78;56260;0;101440;mq;mq;mq;0.000000;0.000000
07139;20230410000000;101940;0.800000;281.550000;84;20000;0;100170;mq;mq;mq;0.000000;0.000000
07149;20230410000000;102030;0.000000;283.650000;66;24320;0;100940;mq;mq;mq;0.000000;0.000000
07168;20230410000000;102130;2.100000;278.250000;87;19630;0;100670;mq;mq;mq;0.000000;0.000000
07181;20230410000000;102260;2.700000;279.050000;71;29620;0;98000;mq;mq;mq;mq;0.000000
07190;20230410000000;102350;0.500000;276.350000;89;23180;0;100470;mq;mq;mq;0.000000;0.000000
07207;20230410000000;101940;3.200000;284.850000;95;12000;2;101420;mq;mq;mq;mq;0.000000
07222;20230410000000;101910;1.700000;284.150000;76;52120;0;101590;mq;mq;mq;0.000000;-0.100000
07240;20230410000000;101980;1.800000;284.150000;70;47550;0;100620;mq;mq;mq;0.000000;0.000000
07255;20230410000000;102090;2.200000;280.450000;79;20000;0;100060;mq;mq;mq;0.000000;0.000000
07280;20230410000000;102170;3.100000;279.350000;82;33610;0;99470;mq;mq;mq;0.000000;0.000000
07299;20230410000000;102350;1.000000;277.650000;82;34150;0;98990;mq;mq;mq;0.000000;0.000000
07314;20230410000000;101980;3.800000;286.150000;50;mq;mq;101700;mq;mq;mq;mq;0.000000
07335;20230410000000;102030;0.900000;282.150000;79;60000;0;100570;mq;mq;mq;0.000000;0.000000
07434;20230410000000;102060;1.000000;285.450000;44;59490;0;97290;mq;mq;mq;0.000000;0.000000
07460;20230410000000;102180;0.000000;279.550000;76;51640;0;98160;mq;mq;mq;0.000000;0.000000
07471;20230410000000;mq;0.000000;275.450000;85;20000;0;92460;92500;mq;mq;0.000000;0.000000
07481;20230410000000;102120;1.600000;283.650000;62;40000;3;99230;mq;mq;mq;0.000000;0.000000
07510;20230410000000;102110;2.100000;285.350000;55;60000;0;101530;mq;mq;mq;0.000000;0.000000
07535;20230410000000;102110;2.700000;282.150000;63;20000;0;98950;mq;mq;mq;0.000000;0.000000
07558;20230410000000;102070;1.500000;284.150000;35;20000;0;93770;mq;mq;mq;0.000000;0.000000
07577;20230410000000;102090;0.000000;281.250000;69;20000;0;101180;mq;mq;mq;0.000000;0.000000
07591;20230410000000;mq;2.200000;279.050000;56;mq;mq;91950;mq;275.750000;291.050000;0.000000;0.000000
07607;20230410000000;102190;2.700000;285.550000;89;16630;0;101480;mq;mq;mq;0.000000;0.000000
07621;20230410000000;102250;1.800000;283.950000;69;26520;0;97900;mq;mq;mq;0.000000;0.000000
07627;20230410000000;102230;0.900000;281.550000;69;20000;0;97250;mq;mq;mq;0.000000;0.000000
07630;20230410000000;102110;2.100000;284.250000;63;37780;0;100300;mq;mq;mq;0.000000;0.000000
07650;20230410000000;102090;3.000000;281.150000;86;23370;0;101700;mq;mq;mq;0.000000;0.000000
07661;20230410000000;mq;0.900000;mq;mq;15000;2;mq;mq;mq;mq;mq;mq
07690;20230410000000;102150;3.800000;284.150000;75;50000;3;101830;mq;mq;mq;0.000000;0.000000
07747;20230410000000;102060;1.400000;283.750000;65;60000;0;101520;mq;mq;mq;0.000000;0.000000
07761;20230410000000;102180;2.700000;281.950000;79;50660;0;102070;mq;mq;mq;0.000000;0.000000
07790;20230410000000;102200;2.200000;280.150000;78;58180;0;102050;mq;mq;mq;mq;0.000000
61968;20230410000000;101040;1.600000;299.150000;92;mq;mq;100990;mq;299.050000;304.950000;mq;7.700000
61972;20230410000000;101260;mq;295.850000;91;mq;mq;101190;mq;294.850000;303.150000;mq;0.000000
61976;20230410000000;101090;5.100000;300.450000;85;mq;mq;101000;mq;296.850000;300.450000;mq;17.200000
61980;20230410000000;101260;3.200000;298.950000;71;60000;0;101110;mq;mq;mq;mq;3.600000
61996;20230410000000;103280;3.700000;287.550000;85;mq;mq;102930;mq;286.450000;292.150000;mq;0.000000
61997;20230410000000;102120;11.400000;277.150000;90;mq;mq;100310;mq;277.050000;288.350000;mq;23.600000
67005;20230410000000;101130;6.400000;299.050000;92;19130;0;101050;mq;mq;mq;mq;11.100000
71805;20230410000000;102240;10.700000;270.850000;54;57250;0;102150;mq;mq;mq;mq;-0.100000
78890;20230410000000;101560;8.200000;298.950000;76;mq;mq;101240;mq;298.450000;301.750000;mq;0.000000
78894;20230410000000;101620;4.900000;298.650000;73;mq;mq;101100;mq;297.550000;303.650000;mq;0.200000
78897;20230410000000;101570;5.100000;297.850000;85;18730;mq;101480;mq;mq;mq;mq;1.400000
78922;20230410000000;101610;7.500000;298.950000;78;mq;mq;101160;mq;297.750000;301.950000;mq;0.200000
78925;20230410000000;101590;4.300000;298.150000;79;46390;0;101500;mq;mq;mq;mq;5.200000
81401;20230410000000;101240;1.700000;299.450000;85;mq;mq;101180;mq;295.250000;305.950000;mq;0.000000
81405;20230410000000;101280;0.000000;298.050000;97;14900;0;101190;mq;mq;mq;mq;1.400000
81408;20230410000000;101230;0.000000;299.050000;93;mq;mq;101150;mq;297.050000;305.650000;mq;3.800000
81415;20230410000000;mq;0.700000;299.750000;82;mq;mq;mq;mq;296.750000;307.650000;mq;0.000000
07005;20230410030000;101720;3.600000;283.050000;72;20000;0;100840;mq;mq;mq;0.000000;0.200000
07015;20230410030000;101840;3.400000;282.050000;75;25410;0;101260;mq;mq;mq;0.000000;0.200000
07020;20230410030000;101470;7.400000;284.350000;89;mq;mq;101360;mq;mq;mq;mq;0.000000
07027;20230410030000;101600;1.600000;283.250000;80;59890;0;100790;mq;mq;mq;0.000000;0.000000
07037;20230410030000;101730;5.200000;282.750000;72;34200;0;99830;mq;mq;mq;0.000000;0.000000
07072;20230410030000;101990;3.400000;277.350000;88;13410;0;100810;mq;mq;mq;0.000000;0.000000
07110;20230410030000;101590;7.900000;284.950000;99;4310;10;100410;mq;mq;mq;0.000000;2.000000
07117;20230410030000;101520;5.400000;285.150000;92;mq;mq;100820;mq;mq;mq;mq;1.200000
07130;20230410030000;101720;2.600000;284.250000;89;29400;0;101270;mq;mq;mq;0.000000;-0.100000
07139;20230410030000;101780;0.000000;281.050000;87;20000;0;100010;mq;mq;mq;0.000000;0.000000
07149;20230410030000;101890;1.000000;281.350000;79;21920;0;100790;mq;mq;mq;0.000000;0.000000
07168;20230410030000;102020;2.300000;277.950000;90;20000;0;100560;mq;mq;mq;0.000000;0.000000
07181;20230410030000;102190;0.900000;277.950000;77;25180;0;97920;mq;mq;mq;mq;0.000000
07190;20230410030000;102290;0.000000;275.450000;91;24010;0;100400;mq;mq;mq;0.000000;0.000000
07207;20230410030000;101830;5.000000;285.050000;96;mq;mq;101310;mq;mq;mq;mq;0.000000
07222;20230410030000;101790;1.400000;284.950000;94;14590;0;101480;mq;mq;mq;0.000000;-0.100000
07240;20230410030000;101840;1.200000;281.450000;80;42900;0;100470;mq;mq;mq;0.000000;0.000000
07255;20230410030000;102010;2.200000;278.850000;88;20000;0;99970;mq;mq;mq;0.000000;0.000000
07280;20230410030000;102130;1.900000;278.150000;86;33890;0;99420;mq;mq;mq;0.000000;0.000000
07299;20230410030000;102350;0.700000;274.950000;92;32510;0;98960;mq;mq;mq;0.000000;0.000000
07314;20230410030000;101930;3.800000;286.450000;92;mq;mq;101650;mq;mq;mq;mq;0.000000
07335;20230410030000;101900;1.500000;281.250000;83;60000;0;100430;mq;mq;mq;0.000000;0.000000
07434;20230410030000;102000;1.900000;283.150000;54;56990;0;97200;mq;mq;mq;0.000000;0.000000
07460;20230410030000;102070;1.700000;280.050000;71;59530;0;98060;mq;mq;mq;0.000000;0.000000
07471;20230410030000;mq;0.800000;273.750000;85;20000;0;92400;92500;mq;mq;0.000000;0.000000
07481;20230410030000;102140;3.400000;280.250000;75;35000;2;99210;mq;mq;mq;0.000000;0.000000
07510;20230410030000;102040;3.400000;284.650000;89;15800;0;101460;mq;mq;mq;0.000000;0.000000
07535;20230410030000;102060;2.600000;281.450000;65;20000;0;98900;mq;mq;mq;0.000000;0.000000
07558;20230410030000;102120;0.900000;281.150000;45;20000;0;93730;mq;mq;mq;0.000000;0.000000
07577;20230410030000;102080;2.000000;280.250000;75;20000;0;101170;mq;mq;mq;0.000000;0.000000
07591;20230410030000;mq;4.000000;277.750000;52;mq;mq;91920;mq;275.750000;291.050000;0.000000;0.000000
07607;20230410030000;102120;2.000000;285.550000;90;19850;0;101410;mq;mq;mq;0.000000;0.000000
07621;20230410030000;102180;2.200000;283.450000;88;13220;0;97830;mq;mq;mq;0.000000;0.000000
07627;20230410030000;102260;0.800000;280.550000;80;20000;0;97260;mq;mq;mq;0.000000;0.000000
07630;20230410030000;102120;1.500000;282.550000;71;49400;0;100290;mq;mq;mq;0.000000;0.000000
07643;20230410030000;102030;1.600000;280.150000;79;55830;0;101930;mq;mq;mq;0.000000;0.000000
07650;20230410030000;102050;1.400000;281.850000;79;30140;0;101660;mq;mq;mq;0.000000;0.000000
07661;20230410030000;mq;5.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07690;20230410030000;102120;4.100000;283.250000;71;50000;3;101800;mq;mq;mq;0.000000;0.000000
07747;20230410030000;102020;1.100000;281.350000;72;60000;0;101480;mq;mq;mq;0.000000;0.000000
07761;20230410030000;102140;3.000000;282.550000;77;60000;0;102030;mq;mq;mq;0.000000;0.000000
07790;20230410030000;102120;2.400000;282.250000;76;60000;0;101970;mq;mq;mq;mq;mq
61968;20230410030000;101120;1.700000;299.550000;89;mq;mq;101070;mq;299.050000;304.950000;mq;7.700000
61972;20230410030000;101230;mq;296.650000;93;mq;mq;101160;mq;294.850000;303.150000;mq;0.200000
61976;20230410030000;101220;3.500000;300.550000;84;mq;mq;101130;mq;296.850000;300.550000;mq;15.400000
61980;20230410030000;101340;5.200000;298.650000;73;19900;0;101190;mq;mq;mq;mq;3.600000
61996;20230410030000;103220;2.900000;289.050000;87;mq;mq;102870;mq;286.450000;292.150000;mq;0.000000
61997;20230410030000;102320;8.000000;277.550000;85;mq;mq;100510;mq;276.850000;287.750000;mq;22.000000
61998;20230410030000;100220;9.300000;285.450000;74;mq;mq;99860;mq;mq;mq;mq;mq
67005;20230410030000;101170;1.400000;298.150000;95;18950;0;101090;mq;mq;mq;mq;11.100000
71805;20230410030000;102200;7.000000;270.850000;70;19950;0;102110;mq;mq;mq;mq;-0.100000
78890;20230410030000;101620;7.400000;298.850000;74;mq;mq;101300;mq;298.450000;301.750000;mq;0.000000
78894;20230410030000;101740;2.700000;298.250000;74;mq;mq;101220;mq;297.550000;303.650000;mq;0.200000
78897;20230410030000;101650;2.000000;297.750000;82;19840;mq;101560;mq;mq;mq;mq;1.400000
78922;20230410030000;101630;7.300000;299.150000;81;mq;mq;101180;mq;297.750000;301.950000;mq;0.200000
78925;20230410030000;101600;1.900000;298.150000;81;29770;0;101510;mq;mq;mq;mq;5.200000
81401;20230410030000;101310;1.200000;298.950000;89;mq;mq;101250;mq;295.250000;305.950000;mq;0.000000
81405;20230410030000;101380;0.600000;297.350000;95;39820;0;101290;mq;mq;mq;mq;2.200000
81408;20230410030000;101350;0.500000;297.750000;96;mq;mq;101270;mq;297.050000;305.650000;mq;3.800000
81415;20230410030000;mq;1.300000;298.450000;89;mq;mq;mq;mq;296.750000;307.650000;mq;0.000000
07005;20230410060000;101640;3.300000;283.050000;73;20000;0;100760;mq;mq;mq;0.000000;0.000000
07015;20230410060000;101720;3.900000;282.050000;75;27660;0;101150;mq;mq;mq;0.000000;0.200000
07020;20230410060000;101330;8.100000;284.250000;97;mq;mq;101220;mq;mq;mq;mq;1.600000
07027;20230410060000;101590;3.600000;284.150000;73;60000;0;100780;mq;mq;mq;0.000000;0.000000
07037;20230410060000;101690;4.000000;282.650000;75;32840;0;99790;mq;mq;mq;0.000000;0.000000
07072;20230410060000;101940;4.100000;278.650000;89;19770;0;100770;mq;mq;mq;0.000000;0.000000
07110;20230410060000;101500;9.000000;285.050000;99;1870;58;100320;mq;mq;mq;0.000000;5.400000
07117;20230410060000;101390;6.700000;285.350000;88;12000;80;100690;mq;mq;mq;mq;1.600000
07130;20230410060000;101750;3.900000;284.750000;94;18210;0;101300;mq;mq;mq;0.000000;-0.100000
07139;20230410060000;101760;2.000000;282.950000;76;20000;0;100000;mq;mq;mq;0.000000;0.000000
07149;20230410060000;101870;2.600000;281.750000;77;25000;3;100770;mq;mq;mq;0.000000;0.000000
07168;20230410060000;102000;2.300000;278.750000;91;19730;0;100540;mq;mq;mq;0.000000;0.000000
07181;20230410060000;102160;2.500000;277.750000;80;25690;0;97890;mq;mq;mq;mq;0.000000
07190;20230410060000;102300;1.100000;275.650000;92;17570;0;100410;mq;mq;mq;0.000000;0.000000
07207;20230410060000;101840;6.400000;285.550000;97;mq;mq;101320;mq;mq;mq;mq;0.800000
07222;20230410060000;101870;3.100000;285.050000;94;12940;0;101550;mq;mq;mq;0.000000;-0.100000
07240;20230410060000;101890;2.300000;282.750000;83;39550;0;100530;mq;mq;mq;0.000000;0.000000
07255;20230410060000;102020;2.200000;278.950000;90;20000;0;99980;mq;mq;mq;0.000000;0.000000
07280;20230410060000;102190;1.600000;277.350000;88;29390;0;99470;mq;mq;mq;0.000000;0.000000
07299;20230410060000;102320;0.500000;274.850000;92;25020;0;98930;mq;mq;mq;0.000000;0.000000
07314;20230410060000;102080;7.100000;285.750000;92;20000;2;101800;mq;mq;mq;mq;0.000000
07335;20230410060000;101990;2.400000;283.250000;73;60000;0;100530;mq;mq;mq;0.000000;0.000000
07434;20230410060000;102070;1.300000;282.550000;58;57130;0;97250;mq;mq;mq;0.000000;0.000000
07460;20230410060000;102110;1.500000;280.450000;67;55680;0;98100;mq;mq;mq;0.000000;0.000000
07471;20230410060000;mq;0.700000;274.450000;86;20000;0;92430;92500;mq;mq;0.000000;0.000000
07481;20230410060000;102180;2.300000;279.750000;77;50000;2;99250;mq;mq;mq;0.000000;0.000000
07510;20230410060000;102110;3.200000;285.450000;94;9110;0;101530;mq;mq;mq;0.000000;0.000000
07535;20230410060000;102150;2.400000;280.650000;72;20000;0;98980;mq;mq;mq;0.000000;0.000000
07558;20230410060000;102180;1.300000;280.350000;52;20000;0;93770;mq;mq;mq;0.000000;0.000000
07577;20230410060000;102160;1.100000;278.950000;84;20000;0;101240;mq;mq;mq;0.000000;0.000000
07591;20230410060000;mq;3.300000;278.350000;49;mq;mq;92020;mq;275.750000;291.050000;0.000000;0.000000
07607;20230410060000;102200;1.900000;285.550000;91;17980;0;101490;mq;mq;mq;0.000000;0.000000
07621;20230410060000;102240;2.600000;283.350000;93;9840;0;97890;mq;mq;mq;0.000000;0.000000
07627;20230410060000;102270;0.700000;281.250000;74;20000;0;97280;mq;mq;mq;0.000000;0.000000
07630;20230410060000;102190;1.200000;283.650000;79;17090;0;100370;mq;mq;mq;0.000000;0.000000
07650;20230410060000;102130;1.800000;281.850000;78;30150;0;101740;mq;mq;mq;0.000000;0.000000
07661;20230410060000;mq;6.200000;mq;mq;20000;3;mq;mq;mq;mq;mq;mq
07690;20230410060000;102240;3.500000;283.750000;66;50000;3;101920;mq;mq;mq;0.000000;0.000000
07747;20230410060000;102100;0.600000;282.050000;72;60000;0;101560;mq;mq;mq;0.000000;0.000000
07761;20230410060000;102160;3.000000;282.550000;74;40200;0;102050;mq;mq;mq;0.000000;0.000000
07790;20230410060000;102220;1.800000;281.850000;79;58600;0;102070;mq;mq;mq;mq;mq
61968;20230410060000;101280;2.100000;299.850000;84;mq;mq;101230;mq;298.050000;304.950000;mq;7.300000
61972;20230410060000;101360;mq;300.350000;80;mq;mq;101290;mq;294.950000;303.150000;mq;0.200000
61976;20230410060000;101340;2.800000;302.050000;74;mq;mq;101250;mq;296.850000;302.850000;mq;14.000000
61980;20230410060000;101470;5.300000;301.150000;76;33000;0;101320;mq;mq;mq;mq;3.600000
61996;20230410060000;103150;6.300000;290.250000;76;mq;mq;102800;mq;286.450000;292.150000;mq;0.000000
61997;20230410060000;102530;8.400000;278.250000;82;mq;mq;100720;mq;276.850000;287.450000;mq;14.800000
61998;20230410060000;100650;11.800000;281.050000;79;mq;mq;100290;mq;mq;mq;mq;0.400000
67005;20230410060000;101290;4.800000;302.950000;73;20000;0;101210;mq;mq;mq;mq;11.100000
71805;20230410060000;102000;10.700000;272.350000;70;19890;0;101910;mq;mq;mq;mq;-0.100000
78890;20230410060000;101490;6.100000;298.450000;75;mq;mq;101170;mq;298.350000;301.750000;mq;0.000000
78894;20230410060000;101570;1.600000;297.650000;78;mq;mq;101050;mq;297.550000;303.650000;mq;0.200000
78897;20230410060000;101530;1.800000;296.350000;86;16660;mq;101440;mq;mq;mq;mq;1.400000
78922;20230410060000;101500;7.200000;298.750000;79;mq;mq;101050;mq;297.750000;301.950000;mq;0.200000
78925;20230410060000;101470;2.200000;297.350000;83;26100;0;101380;mq;302.850000;302.850000;mq;3.200000
81401;20230410060000;101220;0.000000;297.850000;94;mq;mq;101160;mq;295.250000;305.950000;mq;0.000000
81405;20230410060000;101260;1.300000;296.650000;98;11770;60;101170;mq;mq;mq;mq;3.800000
81408;20230410060000;101210;0.000000;297.450000;97;mq;mq;101130;mq;297.050000;305.650000;mq;7.200000
81415;20230410060000;mq;0.600000;298.150000;90;mq;mq;mq;mq;296.750000;307.650000;mq;0.000000
07005;20230410090000;101500;2.300000;285.250000;73;20000;61;100630;mq;mq;mq;0.000000;0.200000
07015;20230410090000;101530;5.800000;286.150000;62;21580;0;100960;mq;mq;mq;0.000000;0.200000
07020;20230410090000;101310;10.600000;284.550000;98;mq;mq;101200;mq;mq;mq;mq;4.200000
07027;20230410090000;101510;7.700000;286.350000;84;19850;0;100710;mq;mq;mq;0.000000;-0.100000
07037;20230410090000;101610;4.300000;283.650000;82;19620;61;99720;mq;mq;mq;0.000000;0.200000
07072;20230410090000;101870;3.400000;285.850000;68;20000;0;100730;mq;mq;mq;0.000000;0.000000
07110;20230410090000;101570;8.100000;285.550000;95;13810;0;100390;mq;mq;mq;0.000000;6.000000
07117;20230410090000;101460;6.700000;286.050000;96;12000;80;100760;mq;mq;mq;mq;4.000000
07130;20230410090000;101720;4.700000;286.750000;88;29010;0;101280;mq;mq;mq;0.000000;-0.100000
07139;20230410090000;101730;3.900000;284.550000;81;18950;0;99990;mq;mq;mq;0.000000;0.000000
07149;20230410090000;101820;4.000000;286.250000;63;25000;60;100740;mq;mq;mq;0.000000;-0.100000
07168;20230410090000;101970;3.800000;286.950000;67;20000;0;100560;mq;mq;mq;0.000000;0.000000
07181;20230410090000;102020;1.200000;285.950000;53;48200;0;97870;mq;mq;mq;mq;0.000000
07190;20230410090000;102180;2.200000;285.650000;57;30110;0;100360;mq;mq;mq;0.000000;0.000000
07207;20230410090000;101860;7.400000;285.550000;98;800;46;101340;mq;mq;mq;mq;0.800000
07222;20230410090000;101920;4.500000;286.750000;90;20000;0;101610;mq;mq;mq;0.000000;-0.100000
07240;20230410090000;101900;2.400000;286.150000;67;57850;0;100550;mq;mq;mq;0.000000;-0.100000
07255;20230410090000;102050;2.200000;285.550000;68;20000;0;100060;mq;mq;mq;0.000000;-0.100000
07280;20230410090000;102110;1.000000;285.150000;67;37410;0;99470;mq;mq;mq;0.000000;0.000000
07299;20230410090000;102170;2.900000;285.850000;52;19590;0;98910;mq;mq;mq;0.000000;0.000000
07314;20230410090000;102170;5.500000;286.550000;92;10000;2;101890;mq;mq;mq;mq;0.000000
07335;20230410090000;102030;4.400000;285.950000;81;48780;0;100590;mq;mq;mq;0.000000;-0.100000
07434;20230410090000;102160;1.300000;285.350000;55;50100;0;97390;mq;mq;mq;0.000000;0.000000
07460;20230410090000;102070;1.300000;287.150000;51;35760;0;98160;mq;mq;mq;0.000000;0.000000
07471;20230410090000;mq;1.500000;283.850000;66;20000;0;92490;92500;mq;mq;0.000000;0.000000
07481;20230410090000;102130;1.700000;287.450000;55;50000;1;99280;mq;mq;mq;0.000000;0.000000
07510;20230410090000;102280;5.700000;287.950000;75;16890;0;101700;mq;mq;mq;0.000000;0.000000
07535;20230410090000;102290;0.900000;285.750000;73;20000;0;99170;mq;mq;mq;0.000000;0.000000
07558;20230410090000;102190;1.500000;285.050000;46;20000;0;93910;mq;mq;mq;0.000000;0.000000
07577;20230410090000;102200;1.100000;287.650000;50;20000;0;101310;mq;mq;mq;0.000000;0.000000
07591;20230410090000;mq;2.700000;284.350000;37;mq;mq;92040;mq;276.850000;291.050000;0.010000;0.000000
07607;20230410090000;102360;5.000000;288.250000;74;19890;0;101650;mq;mq;mq;0.000000;0.000000
07621;20230410090000;102430;3.300000;286.850000;71;490;mq;98120;mq;mq;mq;0.000000;0.000000
07627;20230410090000;102370;0.600000;287.250000;55;20000;0;97480;mq;mq;mq;0.000000;0.000000
07630;20230410090000;102340;2.600000;287.650000;75;18110;0;100550;mq;mq;mq;0.000000;0.000000
07643;20230410090000;102260;2.800000;288.750000;72;25680;0;102160;mq;mq;mq;0.000000;0.000000
07650;20230410090000;102250;3.400000;289.450000;53;19800;0;101870;mq;mq;mq;0.000000;0.000000
07661;20230410090000;mq;3.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07690;20230410090000;102320;5.100000;288.650000;70;50000;3;102010;mq;mq;mq;0.000000;0.000000
07747;20230410090000;102200;3.300000;292.050000;46;55760;0;101680;mq;mq;mq;0.000000;0.000000
07761;20230410090000;102230;2.500000;288.950000;61;26960;0;102120;mq;mq;mq;0.000000;0.000000
07790;20230410090000;102290;3.800000;289.150000;55;43280;0;102150;mq;mq;mq;mq;mq
61968;20230410090000;101110;3.900000;304.350000;72;mq;mq;101070;mq;298.050000;304.950000;mq;7.300000
61972;20230410090000;101310;mq;302.150000;70;mq;mq;101240;mq;294.950000;303.150000;mq;0.200000
61976;20230410090000;101150;2.500000;303.750000;73;mq;mq;101060;mq;296.850000;303.750000;mq;4.200000
61980;20230410090000;101340;4.900000;302.950000;69;18320;0;101190;mq;mq;mq;mq;0.800000
61996;20230410090000;102960;5.600000;292.050000;70;mq;mq;102610;mq;286.450000;292.150000;mq;0.000000
61997;20230410090000;102600;7.000000;278.250000;79;mq;mq;100790;mq;276.850000;287.350000;mq;3.800000
61998;20230410090000;100920;14.900000;279.950000;71;mq;mq;100550;mq;mq;mq;mq;mq
67005;20230410090000;101180;2.700000;304.050000;68;19210;0;101100;mq;mq;mq;mq;10.900000
71805;20230410090000;101890;11.600000;273.650000;77;15410;0;101800;mq;mq;mq;mq;-0.100000
78890;20230410090000;101520;6.000000;298.350000;72;mq;mq;101200;mq;298.250000;301.750000;mq;0.000000
78894;20230410090000;101580;2.000000;297.750000;78;mq;mq;101060;mq;297.350000;303.650000;mq;0.000000
78897;20230410090000;101540;0.000000;294.050000;91;13490;mq;101450;mq;mq;mq;mq;0.400000
78922;20230410090000;101520;6.200000;298.850000;78;mq;mq;101070;mq;297.750000;301.950000;mq;0.200000
78925;20230410090000;101500;2.000000;297.150000;85;27770;0;101410;mq;mq;mq;mq;1.200000
81401;20230410090000;101280;0.000000;297.450000;97;mq;mq;101220;mq;295.950000;305.950000;mq;0.000000
81405;20230410090000;101300;1.300000;296.250000;99;2690;61;101210;mq;mq;mq;mq;11.500000
81415;20230410090000;mq;0.900000;297.550000;92;mq;mq;mq;mq;296.750000;307.650000;mq;0.000000
89642;20230410090000;99700;2.600000;265.050000;65;25000;2;99150;mq;mq;mq;mq;mq
07005;20230410120000;101340;1.700000;285.850000;82;18590;60;100480;mq;mq;mq;0.000000;1.200000
07015;20230410120000;101310;5.900000;286.650000;74;18700;61;100750;mq;mq;mq;0.000000;0.600000
07020;20230410120000;101300;10.000000;285.150000;93;5000;2;101190;mq;mq;mq;mq;4.200000
07027;20230410120000;101430;7.000000;286.850000;92;5040;58;100630;mq;mq;mq;0.000000;0.400000
07037;20230410120000;101460;7.600000;286.050000;85;9580;60;99590;mq;mq;mq;0.000000;0.200000
07072;20230410120000;101690;5.100000;289.050000;57;20000;0;100560;mq;mq;mq;0.000000;0.000000
07110;20230410120000;101620;8.200000;287.750000;79;10650;0;100450;mq;mq;mq;0.000000;6.000000
07117;20230410120000;101460;9.500000;287.750000;83;12000;1;100770;mq;mq;mq;mq;4.000000
07130;20230410120000;101640;6.700000;288.750000;83;29820;0;101200;mq;mq;mq;0.000000;-0.100000
07139;20230410120000;101620;6.600000;286.650000;88;19580;0;99890;mq;mq;mq;0.000000;0.000000
07149;20230410120000;101600;4.900000;289.750000;49;25000;1;100530;mq;mq;mq;0.000000;-0.100000
07168;20230410120000;101830;4.700000;289.450000;59;20000;0;100430;mq;mq;mq;0.000000;0.000000
07181;20230410120000;101830;5.300000;289.450000;41;19670;0;97740;mq;mq;mq;mq;0.000000
07190;20230410120000;101950;3.100000;289.650000;45;29540;0;100160;mq;mq;mq;0.000000;0.000000
07207;20230410120000;101850;9.400000;285.750000;98;900;46;101330;mq;mq;mq;mq;0.800000
07222;20230410120000;101910;6.400000;286.850000;96;1800;60;101600;mq;mq;mq;0.000000;0.200000
07240;20230410120000;101820;6.600000;289.350000;73;57700;0;100490;mq;mq;mq;0.000000;-0.100000
07255;20230410120000;101950;3.900000;289.650000;43;20000;0;99980;mq;mq;mq;0.000000;-0.100000
07280;20230410120000;101950;4.800000;288.750000;55;19950;0;99350;mq;mq;mq;0.000000;0.000000
07299;20230410120000;101980;1.800000;290.050000;43;43710;0;98770;mq;mq;mq;0.000000;0.000000
07314;20230410120000;102170;7.200000;287.250000;91;mq;mq;101890;mq;mq;mq;mq;0.000000
07335;20230410120000;102010;7.800000;287.950000;79;33210;0;100580;mq;mq;mq;0.000000;-0.100000
07434;20230410120000;102060;4.500000;289.250000;43;48280;0;97350;mq;mq;mq;0.000000;0.000000
07460;20230410120000;101890;2.400000;293.250000;31;17540;0;98060;mq;mq;mq;0.000000;0.000000
07471;20230410120000;mq;4.700000;289.550000;31;19970;0;92480;92500;mq;mq;0.000000;0.000000
07481;20230410120000;102030;1.400000;292.150000;36;60000;3;99220;mq;mq;mq;0.000000;0.000000
07510;20230410120000;102300;5.500000;291.050000;61;25560;0;101730;mq;mq;mq;0.000000;0.000000
07535;20230410120000;102190;2.300000;291.950000;51;20000;0;99140;mq;mq;mq;0.000000;0.000000
07558;20230410120000;101920;4.400000;290.950000;38;20000;0;93830;mq;mq;mq;0.000000;0.000000
07577;20230410120000;102090;3.300000;292.650000;42;19610;0;101220;mq;mq;mq;0.000000;0.000000
07591;20230410120000;mq;4.000000;289.450000;31;mq;mq;91910;mq;276.850000;291.050000;0.000000;0.000000
07607;20230410120000;102360;5.700000;291.850000;57;19680;0;101660;mq;mq;mq;0.000000;0.000000
07621;20230410120000;102280;5.000000;292.050000;45;9180;0;98050;mq;mq;mq;0.000000;0.000000
07627;20230410120000;102170;3.700000;292.350000;36;20000;0;97370;mq;mq;mq;0.000000;0.000000
07630;20230410120000;102270;4.600000;290.750000;63;26300;0;100500;mq;mq;mq;0.000000;0.000000
07650;20230410120000;102230;5.500000;291.450000;55;28920;0;101850;mq;mq;mq;0.000000;0.000000
07661;20230410120000;mq;5.700000;mq;mq;18000;1;mq;mq;mq;mq;mq;mq
07690;20230410120000;102310;3.000000;289.450000;72;50000;3;102000;mq;mq;mq;0.000000;0.000000
